BUSINESS,CATEGORY,TOPIC,SUBTOPIC,QUESTION,ANSWER
CNSC,Chatbot,SIMO,Soporte,Qué debo hacer para que la CNSC me certifique un documento cargado a SIMO con fecha de cargue?,"Debe enviar la solicitud, adjuntando copia legible de cédula de ciudadanía a través de los canales autorizados: 
 • Atención personalizada: Sede Carrera 16 Número 96 64 Bogotá. Horario de Atención al Ciudadano: lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Aplicativo Ventanilla Única, en el siguiente enlace http://gestion.cnsc.gov.co/cpqr/. Aplicación web que permite realizar el registro de las Peticiones, Quejas, Reclamos, consultas y sugerencias en la Comisión Nacional del Servicio Civil.
 • Radicación de correspondencia: Sede principal Carrera 16 Número 96 64 piso 7 Bogotá, horario de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Atención Telefónica, los ciudadanos pueden comunicarse con nuestra línea de atención al ciudadano: 57 (1) 3 25 97 00 de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Correo Institucional: atencionalciudadano@cnsc.gov.co .
 • Chat: en tiempo real los cibernautas son orientados sobre temas de competencia de la CNSC, obteniendo respuesta de manera inmediata. El ciudadano debe ingresar a través del siguiente enlace: http://204.199.73.232/customerchat/ ."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es el término para evaluar periodo anual y periodo de prueba?,"Las evaluaciones anuales y en periodo de prueba, deben producirse dentro de los 15 días hábiles siguientes al vencimiento de dicho periodo."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es el término para realizar evaluaciones parciales eventuales?,"Las evaluaciones parciales eventuales deben producirse dentro de los 10 días hábiles siguientes, contados a partir del momento en que se presente la situación que las origina, con excepción de la ocasionada por cambio de evaluador la cual se realizará antes del retiro de este."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Si el evaluador se retira antes de finalizar el periodo de evaluación de un funcionario, cómo se evalúan los días faltantes?",El nuevo evaluador debe hacer una evaluación parcial eventual por el tiempo comprendido entre la última evaluación parcial si la hubiere y el final del periodo.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Una incapacidad médica superior a 30 días afecta el resultado definitivo de la evaluación de desempeño?,"No, se realizan evaluaciones parciales eventuales, las cuales se calculan sobre la base del tiempo efectivamente laborado."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es el procedimiento que se debe seguir cuando un funcionario de carrera obtiene una calificación en el nivel no satisfactorio para el periodo anual?,"El funcionario deberá ser retirado del servicio y por lo tanto su nombramiento deberá declararse insubsistente, mediante resolución motivada de la autoridad nominadora. Artículo 43 Ley 909 de 2004"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Se puede otorgar encargo con el resultado obtenido en la evaluación parcial semestral?,"No, porque las evaluaciones parciales semestrales hacen referencia a un porcentaje de avance frente a los compromisos concertados al inicio del período, evaluaciones que deberán ser sumadas para obtener así el resultado de la evaluación definitiva."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Comisión Evaluadora,El jefe de la unidad de personal deberá conformar la comisión evaluadora mediante acto administrativo?,"No, el jefe de la unidad de personal, determinará el mecanismo mediante el cual se deje constancia de la conformación de la comisión evaluadora, cuando haya lugar a ello, para el período de evaluación correspondiente."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Comisión Evaluadora,"Cuándo uno de los integrantes de la comisión evaluadora termine su responsabilidad como evaluador, aplica evaluación parcial eventual?","No, toda vez que las evaluaciones parciales eventuales corresponden a estados de avance de la gestión del evaluado, de lo cual puede dar cuenta el funcionario de la comisión evaluadora que permanece, así como las evidencias de desempeño del evaluado."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Comisión Evaluadora,Quién es el encargado de evaluar cuando falta un miembro de la Comisión Evaluadora?,"En caso que el empleado de carrera, provisional o en período de prueba, pierda la calidad de jefe inmediato, la responsabilidad recaerá en el servidor de libre nombramiento y remoción, pero si el retiro es de este, es necesario la designación de un funcionario de la misma naturaleza."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Reclamaciones y Recursos de Reposición,"Si un funcionario se encuentra inconforme con la calificación de la evaluación definitiva, puede presentar queja ante la Comisión Nacional del Servicio Civil?","No, la CNSC por competencia no emite concepto sobre los resultados obtenidos en la Evaluación de Desempeño Laboral, toda vez que el tema se escapa de la órbita de competencias y facultades, siendo el competente el Jefe inmediato y el superior jerárquico."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Reclamaciones y Recursos de Reposición,Procede algún recurso ante la inconformidad del evaluado con el resultado de una evaluación parcial semestral o eventual?,"No, en contra de las evaluaciones parciales semestrales y eventuales no procede recurso alguno, debido a que estas evaluaciones son estados de avance de la gestión del empleado."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Es posible que las entidades públicas modifiquen el instrumento dispuesto por la Comisión Nacional del Servicio Civil para EDL?,"No es posible modificar el instrumento del Sistema Tipo de Evaluación del Desempeño Laboral adoptado por la CNSC, cuando las entidades no tienen un sistema de evaluación propio."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cómo solicitar la asignación de usuario Jefe de Personal - Administrador de Entidad del aplicativo EDL-APP?,"El jefe de la entidad o jefe de personal, deberá radicar la solicitud ante la CNSC, indicando NIT, nombres completos del jefe de la entidad y del jefe de personal, número de documentos de identidad, correos electrónicos y teléfonos, y actos administrativos de nombramiento o posesión de los servidores."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Quién es el responsable de crear en el aplicativo EDL-APP los usuarios evaluados y evaluadores?,"Es responsabilidad del Jefe de personal - Administrador Entidad, la creación, activación y administración de los usuarios Evaluados y Evaluadores, en el aplicativo EDL-APP. Ver instructivo en el siguiente enlace: https://www.youtube.com/watch?v=tn3MqQAvfoE"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Qué son las evidencias para EDL?,"Las evidencias son elementos que permiten establecer de manera objetiva, equitativa y trasparente el avance y cumplimiento de los compromisos que se han generado durante el período de evaluación."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cómo se realiza el registro de evidencias en el aplicativo EDL-APP?,"El registro de evidencias es descriptivo y en ese sentido, no se cargará ningún tipo de archivo al aplicativo: EDL-APP (Evaluación de Desempeño Laboral). En el siguiente enlace: https://www.youtube.com/watch?v=vR7VIIr8em4 , puede visualizar un video guía, que le permitirá comprender el proceso."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es la periodicidad para registrar las evidencias en el aplicativo EDL-APP?,"No existe desde la norma, un lineamiento sobre la periodicidad para el registro de las evidencias y su seguimiento, en tanto que se entiende que las mismas podrán generarse en cualquier momento del período para ser tenidas en cuenta por el evaluador en las etapas de calificación."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Qué son los compromisos de mejoramiento?,"Son los aspectos a mejorar, evidenciados por el evaluador, basados en el seguimiento a los avances de los planes institucionales o metas por áreas, dependencias, grupos internos de trabajo y procesos o indicadores de gestión y las evidencias sobre el desarrollo de los compromisos concertados."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cómo registro los compromisos de mejoramiento en el aplicativo EDL?,"Para facilitar el proceso debe ingresar al siguiente enlace: https://www.youtube.com/watch?v=lyRzhV5Etr0 , donde se indica paso a paso la forma de realizar el registro de compromisos de mejoramiento."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es el proceso para evaluar desde el Rol Evaluador?,"Dentro del aplicativo EDL (Evaluación de Desempeño Laboral), ingresar al módulo “Evaluar”, el cual se explica mediante el video publicado en el siguiente enlace: https://www.youtube.com/watch?v=C8X9iSqXK5o&feature=youtu.be"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es el proceso para evaluar cuando existe Comisión Evaluadora?,Para facilitar el proceso ver video tutorial en el enlace: https://www.youtube.com/watch?v=C8X9iSqXK5o&feature=youtu.be
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Dónde se encuentran los instructivos y tutoriales sobre el uso de la herramienta habilitada por la CNSC para EDL?,"Toda la información relacionada con el proceso de Evaluación del Desempeño Laboral, así como del uso del aplicativo EDL-APP, se encuentra publicada en el siguiente enlace: https://www.cnsc.gov.co/index.php/sistema-general-de-carrera"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Reclamaciones y Recursos de Reposición,Procede reclamación por inconformidad del evaluado con el resultado de la evaluación semestral?,"No, contra las evaluaciones parciales semestrales y eventuales no procederá recurso alguno, debido a que son estados de avance de la gestión del evaluado."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Reclamaciones y Recursos de Reposición,Qué recursos proceden contra la calificación definitiva?,"El evaluado podrá interponer los recursos de reposición ante el evaluador o la Comisión Evaluadora si es el caso, y el de apelación ante el superior jerárquico del evaluador."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Si la fecha para la evaluación anual se cruza con el periodo de vacaciones del evaluado, se deben suspender términos?","No, el disfrute de vacaciones no suspende los términos para realizar la evaluación. Esta se deberá efectuar antes del inicio del periodo de vacaciones o al reintegro del funcionario siempre y cuando esta fecha esté dentro del lapso establecido para efectuar la evaluación."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Qué sucede cuando la Evaluación del Desempeño Laboral no se realiza en las fechas establecidas?,"Cuando no se produzca la calificación en los términos establecidos legalmente y el evaluado no la solicite dentro de los 5 días siguientes, la evaluación parcial eventual, semestral o la calificación definitiva, se entenderá satisfactoria en el porcentaje mínimo."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Qué responsabilidad recae sobre el evaluador que no realiza la evaluación en los términos establecidos?,"La no calificación dará lugar a investigación disciplinaria para el evaluador, la comisión evaluadora, o funcionarios responsables según sea el caso."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuáles son las consecuencias de la calificación no satisfactoria?,"Separación de la carrera administrativa y pérdida de los derechos.
 Retiro del servicio.
 Pérdida del encargo si lo ostenta.
 En firme la calificación no satisfactoria del periodo de prueba, el empleado debe regresar al cargo en que ostenta derechos de carrera, si lo tiene."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Quiénes actúan dentro del proceso de evaluación de desempeño laboral y cuáles son sus funciones?,"Para conocer los actores del proceso EDL y sus funciones, ingrese al siguiente enlace: https://www.cnsc.gov.co/index.php/sistema-general-de-carrera/nuevo-sistema-edl-2017/category/538-acuerdos , - Anexo 20181000006176"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Comisión Evaluadora,Qué es Comisión Evaluadora?,"Es la integración del jefe inmediato del evaluado y un servidor de libre nombramiento y remoción que se conforma para evaluar a un servidor, cuando el jefe inmediato sea de carrera, provisional o se encuentre en período de prueba."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Qué es evaluación extraordinaria?,"Es aquella que solicita el jefe de la entidad, por el presunto desempeño deficiente del evaluado en relación a los compromisos concertados. Procede 3 meses después de la última evaluación definitiva y comprende el período no evaluado, teniendo en cuenta las evaluaciones parciales que se hayan realizado."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuáles son las causales para que el evaluador se declare impedido?,"Cuando se encuentre vinculado con el evaluado, por matrimonio, unión permanente o tenga parentesco hasta el cuarto grado de consanguinidad, segundo de afinidad, primero civil o exista enemistad grave con el empleado a evaluar o cuando exista cualquier causal de impedimento o hecho que afecte su objetividad."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Durante el tiempo que el nominador resuelve una solicitud de recusación de edl, se puede designar otro evaluador?","No, durante el tiempo que se resuelve dicha recusación, seguirá actuando el Jefe Inmediato o la Comisión Evaluadora, según sea el caso, como responsable de realizar el proceso de EDL, hasta que la instancia donde el servidor público formuló la recusación, se pronuncie al respecto."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Como se evalúa a un funcionario que tiene fuero sindical y que por esta causa labora pocos días al mes?,La evaluación para este funcionario está determinada por los mismos parámetros establecidos en el anexo técnico del Acuerdo 617 de 2018. Se deben concertar compromisos teniendo en cuenta el tiempo real en que el funcionario estará ejecutando sus funciones.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Quién es el encargado de crear varios roles para un mismo usuario?,"Esta labor le corresponde al jefe de personal o quien haga sus veces, en el momento de crear los usuarios, asignando el rol y la dependencia específica."
CNSC,Chatbot,Encargo,,Requisitos para ser encargado,"Acreditar los requisitos para su ejercicio, poseer las aptitudes y habilidades para su desempeño, no haber sido sancionado disciplinariamente en el último año y su última evaluación del desempeño sea sobresaliente o en su defecto satisfactoria."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Cuál es el procedimiento para concertación de compromisos en el aplicativo EDL-APP?,Para facilitar el proceso ver el video tutorial en el siguiente enlace: https://www.youtube.com/watch?v=U8cQRhMnX5U
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Si un servidor estuvo el último año en comisión de servicios en empleo de libre nombramiento y remoción, qué evaluación se tiene en cuenta para acceder a un encargo?","La evaluación de desempeño a tener en cuenta es la obtenida en el año inmediatamente anterior en el empleo sobre el que ostenta derechos de carrera o en un empleo de carrera que desempeñe en encargo; por lo que, si el servidor estuvo el último año en una comisión de servicios en un empleo de Libre Nombramiento y Remoción, no cumpliría con el requisito señalado en el artículo 24 de la Ley 909 de 2004 y definido en el literal d) señalado en el criterio unificado expedido por esta Comisión, el cual refiere que la calificación ordinaria y definitiva en firme obtenida en el año inmediatamente anterior sea sobresaliente o en su defecto, satisfactoria. Para ampliar información ingrese aquí:  https://www.cnsc.gov.co/index.php/criterios-y-doctrina/criterios-unificados/encargo?download=30802:criteriounificadoprovisiondeempleospublicosmedianteencargoycomisionparadesempenarempleosdelibrenombramient  y descargue el criterio unificado."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Cuando un funcionario renuncia a la carrera administrativa, es necesario evaluarlo?","No, la CNSC en su criterio unificado del 19 de septiembre de 2017 sobre ""Retiro definitivo del servicio y evaluación del desempeño laboral"", determinó:
 ""...cuando un servidor finalice su vinculación laboral en el empleo público de carrera administrativa, de conformidad con las causales de retiro propias de la carrera, no resulta procedente efectuar una evaluación del desempeño laboral, distinta a la evaluación que corresponda según la etapa del período evaluable en el que se encuentre.""
 De conformidad con lo anterior, cuando un funcionario renuncia a la carrera administrativa, no procede adelantar evaluación del desempeño; en el caso que se requiera se dará copia de la última calificación definitiva o parcial eventual, vigente al momento de su retiro."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Soporte,Como recupero mi contraseña de edl-app?,"Para facilitar el proceso ingrese al siguiente enlace: https://www.cnsc.gov.co/DocumentacionCNSC/SEDEL/EDLAPP_Instructivos/INSTRUCTIVO_RECUPERAR_CONTRASEA.pdf , en el cual se detalla el paso a paso, para el cambio de contraseña."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Es necesario enviar los formatos de calificación de la evaluación del desempeño laboral a la Comisión Nacional del Servicio Civil?,"No, las evaluaciones parciales semestrales y las calificaciones definitivas del desempeño laboral deben reposar en la historia laboral de cada evaluado, por lo que no es necesario remitirla a la CNSC, excepto la evaluación definitiva de periodo de prueba que debe remitirse para la inscripción."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuándo se genera una evaluación parcial eventual?,"Para conocer las situaciones que generan la evaluación parcial eventual, verifique el numeral 3, página 11 en el siguiente enlace: https://issuu.com/publicacionescnsc/docs/general_-20_nov_2020/12?ff"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Reclamaciones y Recursos de Reposición,"Resueltos los recursos de reposición y apelación, es necesario modificar la evaluación?","Si, el jefe de personal deberá autorizar la modificación de las evaluaciones en el aplicativo EDL-APP para que el evaluador haga los ajustes correspondientes al resultado de los recursos. Ver instructivo en el siguiente enlace: https://www.cnsc.gov.co/DocumentacionCNSC/SEDEL/EDL/RECURSOSMODIFICACIN.pdf"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Quiénes pueden aportar evidencias?,"Evaluado, evaluador y los terceros que hayan sido definidos previamente en la fijación de compromisos."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Qué son compromisos laborales?,Son aquellos que evidencian las competencias funcionales del empleo y las competencias comportamentales que debe acreditar todo servidor público en el ejercicio del empleo.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Qué son competencias funcionales?,Son aquellas que precisan y detallan lo que debe estar en capacidad de hacer el empleado para ejercer un cargo y se definirán una vez se haya determinado el contenido funcional del empleo.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Qué son competencias comportamentales?,"Son características individuales: habilidades, actitudes, conocimientos, aptitudes, rasgos y motivaciones, relacionadas con el desempeño del servidor y que le permiten alcanzar las metas institucionales, cumplir con los compromisos funcionales e interactuar con efectividad en los equipo de trabajo."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Cómo se cuantifican los compromisos laborales?,"A cada compromiso se le debe asignar un peso porcentual dependiendo de la complejidad e impacto de cada uno de ellos, dentro de los objetivos institucionales o de la dependencia. La sumatoria del valor porcentual de todos los compromisos debe ser igual al 100 por ciento"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Cómo se construyen los compromisos laborales?,"Para facilitar el proceso, ver el documento ""Presentación Ejemplo Concertación de Compromisos Laborales"" en el siguiente enlace: https://www.cnsc.gov.co/index.php/sistema-general-de-carrera/nuevo-sistema-tipo-2018/presentaciones-de-capacitaciones#"
CNSC,Chatbot,Encargo,,Qué es el encargo?,"El encargo ha sido concebido como: 
 * Instrumento de movilidad laboral personal de los empleados que se encuentren en servicio activo
 * Situación administrativa
 * Forma de provisión transitoria de un empleo y 
 * Derecho preferencial de promoción o ascenso de los servidores de carrera administrativa."
CNSC,Chatbot,Encargo,,"Una entidad que inicia, sin terminar el procedimiento de encargo, se obliga a proveer dicha vacante mediante la figura del encargo?","No, el solo inicio de la verificación del cumplimiento de los requisitos para proveer el empleo a través de la figura del encargo, contenidos en el artículo 24 de la Ley 909 modificado por la Ley 1960 de 2019 de 2004, no obliga a la entidad a proveer la vacante, y por tanto no existe vulneración de derechos de carrera."
CNSC,Chatbot,Encargo,,Qué es un acto lesivo cuando se provee un empleo mediante encargo?,"Aquel Acto Administrativo a través del cual la administración provee el empleo mediante encargo, existiendo presuntamente para el reclamante mejor derecho. Los actos de trámite como los resultados preliminares o valoración de hojas de vida anteriores al nombramiento efectivo, no configuran Acto Lesivo."
CNSC,Chatbot,Encargo,,Una entidad está obligada a proveer una vacante temporal o definitiva por encargo?,"No, la decisión de proveer o no transitoriamente un empleo es potestad de la Administración, que de acuerdo con las necesidades del servicio, decide si provee o no transitoriamente un empleo mediante encargo, o a través del nombramiento provisional, cuando no exista servidor de carrera con derecho a ser encargado."
CNSC,Chatbot,Encargo,,"Frente a la violación por derecho preferencial de encargo, procede la reclamación directamente ante la CNSC?","No, el empleado de carrera que considere afectado su derecho a encargo debe presentar reclamación en primera instancia ante la Comisión de Personal dentro de los 10 días siguientes a la notificación o publicación del acto lesivo."
CNSC,Chatbot,Encargo,,Ante quién se presenta reclamación en Segunda instancia por derecho preferencial de encargo?,"Si el servidor se encuentra insatisfecho con el pronunciamiento otorgado a su reclamación, podrá presentar la reclamación en segunda instancia ante la CNSC, la que deberá interponer dentro de los 10 días siguientes a que le sea notificada la decisión de primera instancia."
CNSC,Chatbot,Encargo,,Cuándo se configura el encargo en un derecho?,"El derecho preferencial de encargo nace a la vida jurídica, cuando habiendo un empleo en vacancia temporal o definitiva, la Administración decide proveerlo de manera transitoria, siendo potestativo de la Administración, la decisión de proveer la vacante, para lo cual se deberá cumplir con los requisitos determinados en el artículo 24 de la Ley 909 de 2004 modificado por la Ley 1960 de 2019, debiendo en consecuencia la Entidad, proceder a verificar en su planta, en cuál de sus servidores recae tal prerrogativa."
CNSC,Chatbot,Encargo,,Quiénes tienen derecho al encargo?,"Para la provisión de empleos de carrera, tienen derecho a ser encargados los servidores de carrera que cumplan con los requisitos contemplados en el artículo 24 de la Ley 909 de 2004, modificado por la Ley 1960 de 2019. Por consiguiente a los empleados provisionales, o de libre nombramiento y remoción no les asiste el derecho a ser encargados en este tipo de empleos."
CNSC,Chatbot,Encargo,,Es posible que un Servidor de Carrera sea encargado en otro empleo pese a que esté gozando actualmente de un encargo?,"Si, pero para ello, se ha de entender como referente que el empleo inmediatamente inferior, a que alude la norma, para el otorgamiento del nuevo encargo, es necesariamente el cargo del cual es titular de derechos de carrera administrativa, y no del que está ocupando en ese momento en encargo."
CNSC,Chatbot,Encargo,,"Puede un servidor de carrera administrativa, solicitar al nominador ser encargado en un empleo que se encuentra vacante en forma definitiva, pero que no está provisto?","Si puede solicitarlo. Sin embargo, la decisión de proveer o no transitoriamente un empleo es potestad de la Administración, que de acuerdo a las necesidades del servicio, decide si provee o no transitoriamente un empleo mediante encargo o a través del nombramiento provisional, cuando no exista servidor de carrera con derecho a ser encargado. La solicitud efectuada no otorga al servidor ningún derecho a ser encargado y, en caso de que la Administración decida proveerlo de manera transitoria, deberá verificar el cumplimiento de requisitos establecidos en el artículo 24 de la Ley 909 de 2004, modificado por la Ley 1960 de 2019. De esta manera, el derecho preferencial de encargo en cabeza de un servidor, no dependerá ni de su postulación, ni de la voluntad del nominador, si no del cumplimiento de los requisitos contenido en la norma referida."
CNSC,Chatbot,Encargo,,Es posible terminar un encargo por la administración?,"Conforme al artículo 24 de la Ley 909 de 2004 modificado por la Ley 1960 de 2019, no contempla término definido, en la medida que la modificación normativa eliminó la expresión ""El término de esta situación no podrá ser superior a 6 meses.""
 El nominador a través de resolución motivada, podrá dar por terminado el encargo, por las siguientes razones:
 • Por determinarse procedente la provisión definitiva del empleo. Artículo 2 2 5 3 2 del Decreto 1083 de 2015. 
 • Imposición de sanciones disciplinarias consistentes en suspensión o destitución del encargado. 
 • La calificación definitiva no satisfactoria en la Evaluación del Desempeño Laboral del encargado. 
 • La renuncia del empleado al encargo. 
 • La pérdida de derechos de carrera del encargado. 
 • Cuando el servidor de carrera encargado tome posesión para el ejercicio de otro empleo."
CNSC,Chatbot,Encargo,,Un servidor con calificación “satisfactoria” tiene derecho a ser encargado?,"Si. Para el otorgamiento del derecho de encargo se debe verificar inicialmente el empleo inmediatamente inferior, con el fin de establecer si existe un titular de carrera que acredite todas as condiciones y requisitos definidos por la norma. Así y en ausencia de servidor con calificación ""Sobresaliente"" en su última evaluación del desempeño laboral, el encargo recaerá en el servidor que en el mismo nivel jerárquico cumpla con los demás requisitos y cuente con calificación ""Satisfactoria"", procedimiento que deberá realizarse sucesivamente descendiendo en la planta de personal de la entidad."
CNSC,Chatbot,Encargo,,Qué procedimiento se debe llevar acabo cuando existe pluralidad de servidores de carrera que cumplen requisitos para un encargo?,"La administración deberá actuar bajo unos parámetros objetivos; previamente establecidos para el desempate, con fundamento en el mérito, pudiendo aplicar entre otros y en el orden que estime pertinente, los criterios de desempate contenidos en el documento: ""CRITERIO UNIFICADO PROVISIÓN DE EMPLEOS PÚBLICOS MEDIANTE ENCARGO Y COMISIÓN PARA DESEMPEÑAR EMPLEOS DE LIBRE NOMBRAMIENTO Y REMOCIÓN O DE PERÍODO"", en el siguiente enlace: https://www.cnsc.gov.co/index.php/criterios-y-doctrina/criterios-unificados/encargo?download=30802:criteriounificadoprovisiondeempleospublicosmedianteencargoycomisionparadesempenarempleosdelibrenombramient , puede descargar el texto completo del criterio unificado."
CNSC,Chatbot,Encargo,,Un funcionario que obtiene una calificación satisfactoria o sobresaliente en la última EDL y se encuentra encargado puede continuar en el encargo?,"El servidor podrá seguir siendo encargado, siempre y cuando exista la necesidad de proveer dicho empleo por parte de la administración y que el servidor acredite el cumplimiento de los requisitos, teniendo en cuenta, que uno de ellos es que su última evaluación de desempeño esté en el nivel satisfactorio."
CNSC,Chatbot,Encargo,,Cuál es la diferencia entre encargo de un empleo y encargo de funciones?,"El encargo de un empleo implica la separación temporal del cargo del cual es titular para asumir el nuevo cargo; mientras que el encargo de funciones consiste en asumir total o parcialmente las funciones de otro empleo sin desvincularse de las propias de su cargo. Por el primero puede percibir la remuneración, por el segundo no."
CNSC,Chatbot,Encargo,,Procede el encargo de servidores con derechos de carrera administrativa en empleos pertenecientes a una planta temporal?,"Si, el inciso segundo del artículo 2 2 5 3 5 del Decreto 648 de 2017, modificatorio del Decreto 1083 de 2015, prevé que en ausencia de lista de elegibles, los servidores con derechos de carrera administrativa podrán ser encargados en empleos temporales, siempre que cumplan los requisitos y competencias exigidos para su desempeño."
CNSC,Chatbot,Encargo,,Se puede tomar el resultado de la evaluación del desempeño laboral de servidores de carrera encargados en empleos temporales para otorgar estímulos e incentivos?,"Si, las entidades públicas, con el fin de evaluar a los servidores de carrera que en calidad de encargo desempeñen empleos temporales, utilizarán los instrumentos de evaluación definidos para sus empleados con derechos de carrera, garantizando que estos servidores de carrera encargados en un empleo temporal cuenten con la posibilidad de acceder a estímulos e incentivos conforme la normatividad vigente."
CNSC,Chatbot,Encargo,,"Procede el encargo en vigencia de la Ley de garantías, con el fin de proveer de forma transitoria un empleo de carrera administrativa en los términos de los artículos 24 y 25 de la Ley 909 de 2004?","Si procede el nombramiento a través de la figura en encargo, aún en ley de garantías, dado que la aplicación del sistema de carrera administrativa actuaría bajo la excepción contenida en el inciso cuarto del parágrafo del artículo 38 de la Ley 996 de 2005, y conforme las previsiones de los artículos 24 y 25 de la Ley 909 de 2004, por lo tanto las entidades públicas pueden: proveer de manera transitoria los empleos de carrera vacantes de forma temporal o definitiva en su planta de personal, en atención a las necesidades del servicio. Si desea ampliar esta información consulte el siguiente enlace: https://www.cnsc.gov.co/index.php/criterios-y-doctrina/criterios-unificados/encargo?download=30802:criteriounificadoprovisiondeempleospublicosmedianteencargoycomisionparadesempenarempleosdelibrenombramient , donde puede descargar el criterio unificado."
CNSC,Chatbot,Encargo,,Puede un servidor con evaluación del período de prueba en el nivel sobresaliente ser comisionado para desempeñar un empleo de libre nombramiento y remoción o de período?,"La comisión para desempeñar un empleo de libre nombramiento y remoción o de período, frente a un servidor público con evaluación del periodo de prueba en el nivel sobresaliente, no se constituye en un derecho sino en una posibilidad. 
 Por regla general, la evaluación del desempeño tenida en cuenta para ser comisionado para desempeñar un empleo de libre nombramiento y remoción o de período, es la obtenida durante el período anual u ordinario, no aquella que se desprende del período de prueba. De ahí que la CNSC resaltará la facultad de la administración para conceder o no a los servidores que acaban de superar su periodo de prueba con calificación sobresaliente o satisfactoria, la comisión para desempeñar un empleo de libre nombramiento y remoción o de período. Si desea ampliar información consulte el siguiente enlace: https://www.cnsc.gov.co/index.php/criterios-y-doctrina/criterios-unificados/encargo?download=30802:criteriounificadoprovisiondeempleospublicosmedianteencargoycomisionparadesempenarempleosdelibrenombramient , donde puede descargar el criterio unificado."
CNSC,Chatbot,Registro Público de Carrera Administrativa,Generalidades,Qué es el Registro Público de Carrera Administrativa- RPCA?,"Es un sistema unificado, autónomo y coherente que da cuenta de la recolección, tratamiento y conservación de los datos que acreditan el estado de los servidores públicos que integran el sistema de carrera administrativa en Colombia."
CNSC,Chatbot,Registro Público de Carrera Administrativa,Generalidades,Quiénes son considerados como empleados de carrera administrativa?,Quienes estén inscritos en el Registro Público de Carrera Administrativa y quienes habiendo superado satisfactoriamente el período de prueba no se encuentren registrados en él.
